Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO_Biological_Process_2021__defense response to Gram-negative bacterium (GO:0050829),0.9860279441117763,1.70285397401998,0.0018656716417910447,0.29933395814000335,0.965,2/2,1.79%,LTF;DEFA4
prerank,GO_Biological_Process_2021__innate immune response in mucosa (GO:0002227),0.9860279441117763,1.70285397401998,0.0018656716417910447,0.29933395814000335,0.965,2/2,1.79%,LTF;DEFA4
prerank,GO_Biological_Process_2021__antifungal humoral response (GO:0019732),0.9860279441117763,1.70285397401998,0.0018656716417910447,0.29933395814000335,0.965,2/2,1.79%,LTF;DEFA4
prerank,GO_Biological_Process_2021__antibacterial humoral response (GO:0019731),0.9860279441117763,1.70285397401998,0.0018656716417910447,0.29933395814000335,0.965,2/2,1.79%,LTF;DEFA4
prerank,GO_Biological_Process_2021__mucosal immune response (GO:0002385),0.9860279441117763,1.70285397401998,0.0018656716417910447,0.29933395814000335,0.965,2/2,1.79%,LTF;DEFA4
prerank,GO_Biological_Process_2021__regulation of Ras protein signal transduction (GO:0046578),0.721573088837587,1.6998965515672029,0.013157894736842105,0.29207635967849366,0.967,3/4,12.13%,OPHN1;KANK1;KBTBD7
prerank,GO_Biological_Process_2021__cell junction maintenance (GO:0034331),-0.806,-1.6949329135476316,0.025210084033613446,0.3993951978501691,0.978,3/3,20.08%,CBLN1;CBLN2;DCTN1
prerank,GO_Biological_Process_2021__fatty acid transport (GO:0015908),-0.9880239520958083,-1.690466181039931,0.0020325203252032522,0.3707879438688155,0.982,2/2,1.79%,FABP5;FABP3
prerank,GO_Biological_Process_2021__long-chain fatty acid transport (GO:0015909),-0.9880239520958083,-1.690466181039931,0.0020325203252032522,0.3707879438688155,0.982,2/2,1.79%,FABP5;FABP3
prerank,GO_Biological_Process_2021__regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),0.802,1.671629957797435,0.014953271028037384,0.34559171840230585,0.984,3/3,20.28%,FOS;EGR1;JUN
prerank,GO_Biological_Process_2021__positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895),0.802,1.671629957797435,0.014953271028037384,0.34559171840230585,0.984,3/3,20.28%,FOS;EGR1;JUN
prerank,GO_Biological_Process_2021__embryonic digestive tract development (GO:0048566),-0.9361277445109779,-1.6665924287126044,0.00808080808080808,0.4433737141848738,0.991,2/2,6.96%,CXCL8;RBPMS2
prerank,GO_Biological_Process_2021__regulation of type I interferon-mediated signaling pathway (GO:0060338),-0.9461077844311376,-1.66541174356104,0.003913894324853229,0.40780078783089824,0.993,2/2,5.96%,ISG15;NLRC5
prerank,GO_Biological_Process_2021__negative regulation of type I interferon-mediated signaling pathway (GO:0060339),-0.9461077844311376,-1.66541174356104,0.003913894324853229,0.40780078783089824,0.993,2/2,5.96%,ISG15;NLRC5
prerank,GO_Biological_Process_2021__regulation of ERK1 and ERK2 cascade (GO:0070372),-0.656067795408179,-1.660202822968008,0.019120458891013385,0.3921530317939135,0.995,3/5,8.95%,CHI3L1;MIF;PHB2
prerank,GO_Biological_Process_2021__positive regulation of ERK1 and ERK2 cascade (GO:0070374),-0.656067795408179,-1.660202822968008,0.019120458891013385,0.3921530317939135,0.995,3/5,8.95%,CHI3L1;MIF;PHB2
prerank,GO_Biological_Process_2021__digestive tract development (GO:0048565),-0.9381237524950099,-1.6548156728457397,0.004149377593360996,0.39758140311707507,0.997,2/2,6.76%,EDNRB;CXCL8
prerank,GO_Biological_Process_2021__regulation of cellular metabolic process (GO:0031323),0.9461077844311376,1.6526240896936912,0.009689922480620155,0.3957571706047683,0.991,2/2,5.77%,DKK1;CNDP1
prerank,GO_Biological_Process_2021__hydrogen peroxide catabolic process (GO:0042744),-0.9281437125748502,-1.6464505040074247,0.0020242914979757085,0.378867743266785,0.998,2/2,7.75%,HBA1;GPX1
prerank,GO_Biological_Process_2021__response to hydrogen peroxide (GO:0042542),-0.9281437125748502,-1.6464505040074247,0.0020242914979757085,0.378867743266785,0.998,2/2,7.75%,HBA1;GPX1
prerank,GO_Biological_Process_2021__hydrogen peroxide metabolic process (GO:0042743),-0.9281437125748502,-1.6464505040074247,0.0020242914979757085,0.378867743266785,0.998,2/2,7.75%,HBA1;GPX1
prerank,GO_Biological_Process_2021__positive regulation of cation channel activity (GO:2001259),0.9441117764471059,1.6452536879058004,0.0,0.40641245389872444,0.994,2/2,5.96%,RELN;CASQ1
prerank,GO_Biological_Process_2021__defense response to virus (GO:0051607),-0.57200763084771,-1.6342242600330454,0.032520325203252036,0.4073126873050884,0.998,4/6,11.13%,ISG15;NLRC5;PHB2;IFITM3
prerank,GO_Biological_Process_2021__regulation of protein kinase A signaling (GO:0010738),-0.9201596806387224,-1.6301083253228568,0.009633911368015413,0.3940770323488413,0.998,2/2,8.55%,MIF;TCIM
prerank,GO_Biological_Process_2021__positive regulation of protein kinase A signaling (GO:0010739),-0.9201596806387224,-1.6301083253228568,0.009633911368015413,0.3940770323488413,0.998,2/2,8.55%,MIF;TCIM
prerank,GO_Biological_Process_2021__sensory perception of sound (GO:0007605),0.7819999999999999,1.6265727789510989,0.021621621621621623,0.44276844084481537,0.997,3/3,22.27%,COL2A1;LRP2;MYO3B
prerank,GO_Biological_Process_2021__sensory perception of mechanical stimulus (GO:0050954),0.7819999999999999,1.6265727789510989,0.021621621621621623,0.44276844084481537,0.997,3/3,22.27%,COL2A1;LRP2;MYO3B
prerank,GO_Biological_Process_2021__regulation of cell cycle G1/S phase transition (GO:1902806),-0.9161676646706586,-1.6160198675547213,0.02268041237113402,0.41422077671409013,0.998,2/2,8.95%,TCIM;PHB2
prerank,GO_Biological_Process_2021__positive regulation of NIK/NF-kappaB signaling (GO:1901224),-0.9161676646706586,-1.6160198675547213,0.02268041237113402,0.41422077671409013,0.998,2/2,8.95%,TCIM;PHB2
prerank,GO_Biological_Process_2021__negative regulation of peptidyl-serine phosphorylation (GO:0033137),0.7709176310701666,1.6100364608593454,0.027131782945736434,0.49405075388127184,0.999,2/3,6.56%,DKK1;DDIT4
prerank,GO_Biological_Process_2021__regulation of transmembrane transport (GO:0034762),0.9361277445109779,1.6050380342932011,0.005671077504725898,0.49606402816418005,1.0,2/2,6.76%,KCNJ13;KCNJ14
prerank,GO_Biological_Process_2021__defense response to bacterium (GO:0042742),0.6256592992477275,1.6040961601384465,0.03787878787878788,0.48315269552309875,1.0,4/5,17.50%,LTF;DEFA4;LCN2;S100A12
prerank,GO_Biological_Process_2021__aminoglycan catabolic process (GO:0006026),-0.7853244332430611,-1.6016672361796092,0.037037037037037035,0.4496048798656189,0.998,2/3,4.57%,CHI3L1;SDC1
prerank,GO_Biological_Process_2021__positive regulation of protein binding (GO:0032092),-0.9261477045908183,-1.598015771789028,0.014373716632443531,0.44944872535217373,0.998,2/2,7.95%,DTX3L;BDNF
prerank,GO_Biological_Process_2021__neuron migration (GO:0001764),0.6025279688934649,1.5883637155109596,0.04423076923076923,0.5278535197482368,1.0,4/5,25.05%,RELN;DDIT4;SPOCK1;VEGFA
prerank,GO_Biological_Process_2021__positive regulation of tau-protein kinase activity (GO:1902949),0.8962075848303392,1.586727789722939,0.025390625,0.5022142800778256,1.0,2/2,10.74%,DKK1;EGR1
prerank,GO_Biological_Process_2021__regulation of tau-protein kinase activity (GO:1902947),0.8962075848303392,1.586727789722939,0.025390625,0.5022142800778256,1.0,2/2,10.74%,DKK1;EGR1
prerank,GO_Biological_Process_2021__positive regulation of cellular protein localization (GO:1903829),-0.8842315369261476,-1.582235894536817,0.021825396825396824,0.48095103172777953,0.998,2/2,12.13%,DTX3L;LIF
prerank,GO_Biological_Process_2021__regulation of protein localization to nucleus (GO:1900180),-0.8842315369261476,-1.582235894536817,0.021825396825396824,0.48095103172777953,0.998,2/2,12.13%,DTX3L;LIF
prerank,GO_Biological_Process_2021__calcium-mediated signaling (GO:0019722),-0.75,-1.574356916402957,0.041916167664670656,0.4969364508589668,0.999,3/3,25.65%,EDNRB;CXCL8;FIS1
prerank,GO_Biological_Process_2021__endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888),-0.5553319919517103,-1.5667982512172212,0.041928721174004195,0.5128351379281988,0.999,6/6,45.33%,COPE;DCTN1;CNIH3;DCTN3;ANK1;COG3
prerank,GO_Biological_Process_2021__negative regulation of binding (GO:0051100),0.6613226452905813,1.565729253476441,0.042884990253411304,0.570181869755442,1.0,4/4,34.39%,DKK1;IFIT1;JUN;CFHR1
prerank,"GO_Biological_Process_2021__regulation of synaptic transmission, glutamatergic (GO:0051966)",0.7419127819568965,1.5625258456535849,0.03968253968253968,0.5671281471304382,1.0,2/3,4.77%,OPHN1;RELN
prerank,GO_Biological_Process_2021__defense response to fungus (GO:0050832),0.6646230033756899,1.561967423388065,0.03676470588235294,0.5536600780060107,1.0,3/4,17.50%,LTF;DEFA4;S100A12
prerank,GO_Biological_Process_2021__chemical synaptic transmission (GO:0007268),-0.37871698835067047,-1.560069334827133,0.05895691609977324,0.5255905669994667,0.999,11/14,41.55%,RIT2;SLC18A2;GABRA2;CBLN1;CBLN2;PCDHB16;ERC2;CDH8;GABRA4;NTSR1;BSN
prerank,GO_Biological_Process_2021__regulation of protein tyrosine kinase activity (GO:0061097),0.87624750499002,1.557048906463351,0.02111324376199616,0.558842140966417,1.0,2/2,12.72%,RELN;EFNA1
prerank,GO_Biological_Process_2021__receptor metabolic process (GO:0043112),-0.8742514970059879,-1.5529571194124674,0.024742268041237112,0.5256501259324794,0.999,2/2,13.12%,CXCL8;AP2M1
prerank,GO_Biological_Process_2021__receptor internalization (GO:0031623),-0.8742514970059879,-1.5529571194124674,0.024742268041237112,0.5256501259324794,0.999,2/2,13.12%,CXCL8;AP2M1
prerank,GO_Biological_Process_2021__visual perception (GO:0007601),0.6788413518716181,1.5511243636716583,0.04819277108433735,0.5520840941597491,1.0,3/4,15.71%,COL2A1;EFEMP1;GUCY2F
prerank,GO_Biological_Process_2021__sensory perception of light stimulus (GO:0050953),0.6788413518716181,1.5511243636716583,0.04819277108433735,0.5520840941597491,1.0,3/4,15.71%,COL2A1;EFEMP1;GUCY2F
prerank,GO_Biological_Process_2021__cytokine-mediated signaling pathway (GO:0019221),-0.2996351644470386,-1.5479302717329118,0.05122950819672131,0.5306404126121518,0.999,10/24,15.31%,ISG15;SDC1;MIF;CXCL8;PSMB9;IRF9;IFITM3;LIF;PSMB8;PLP2
prerank,GO_Biological_Process_2021__iron coordination entity transport (GO:1901678),0.8842315369261478,1.545743032935858,0.023575638506876228,0.5590228182573738,1.0,2/2,11.93%,LTF;LCN2
prerank,GO_Biological_Process_2021__regulation of mitotic cell cycle phase transition (GO:1901990),-0.5120967741935484,-1.541262343497501,0.06352459016393443,0.5415531345395187,0.999,7/7,49.70%,PSMB9;PSMB8;DCTN1;DCTN3;PPP2R1A;OFD1;ANLN
prerank,GO_Biological_Process_2021__positive regulation of NF-kappaB transcription factor activity (GO:0051092),0.5181451612903224,1.5384113112836786,0.05555555555555555,0.5740562891190573,1.0,7/7,48.91%,LTF;DHX33;S100A12;CAPN3;IRAK3;HSPA1B;HSPA1A
prerank,GO_Biological_Process_2021__positive regulation of vasculature development (GO:1904018),-0.7409363621615659,-1.537020230382961,0.060291060291060294,0.5338108095490083,1.0,2/3,6.76%,CHI3L1;CXCL8
prerank,GO_Biological_Process_2021__positive regulation of angiogenesis (GO:0045766),-0.7409363621615659,-1.537020230382961,0.060291060291060294,0.5338108095490083,1.0,2/3,6.76%,CHI3L1;CXCL8
prerank,GO_Biological_Process_2021__cellular response to tumor necrosis factor (GO:0071356),-0.47469111599256414,-1.5345285574616758,0.042682926829268296,0.5308601748446581,1.0,4/8,14.71%,CHI3L1;CXCL8;PSMB9;PSMB8
prerank,GO_Biological_Process_2021__response to interleukin-1 (GO:0070555),-0.6446274877047282,-1.5344164879288251,0.05473684210526316,0.5201621956763051,1.0,2/4,6.76%,CHI3L1;CXCL8
prerank,GO_Biological_Process_2021__cilium organization (GO:0044782),0.4221510499608334,1.5321021004876323,0.06902985074626866,0.5859018192432766,1.0,8/11,33.60%,BBS5;EXOC8;MAK;TMEM237;CEP19;EXOC5;EXOC6;SSX2IP
prerank,GO_Biological_Process_2021__amino acid transport (GO:0006865),0.8882235528942115,1.531935457608035,0.04208416833667335,0.5733923653278464,1.0,2/2,11.53%,SLC6A6;SLC3A1
prerank,GO_Biological_Process_2021__negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051),0.87624750499002,1.5259988556730164,0.021153846153846155,0.5833788751648714,1.0,2/2,12.72%,OPHN1;EFNA1
prerank,GO_Biological_Process_2021__pre-replicative complex assembly (GO:0036388),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__regulation of stem cell differentiation (GO:2000736),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__cellular response to lectin (GO:1990858),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__regulation of cellular amine metabolic process (GO:0033238),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__regulation of cellular amino acid metabolic process (GO:0006521),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,"GO_Biological_Process_2021__antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__regulation of cellular ketone metabolic process (GO:0010565),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__negative regulation of cell cycle G2/M phase transition (GO:1902750),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__innate immune response activating cell surface receptor signaling pathway (GO:0002220),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__regulation of hematopoietic stem cell differentiation (GO:1902036),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__regulation of hematopoietic progenitor cell differentiation (GO:1901532),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__proteasomal ubiquitin-independent protein catabolic process (GO:0010499),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__anaphase-promoting complex-dependent catabolic process (GO:0031145),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__stimulatory C-type lectin receptor signaling pathway (GO:0002223),-0.8582834331337325,-1.5248410466418658,0.03522504892367906,0.4149449591950406,1.0,2/2,14.71%,PSMB9;PSMB8
prerank,GO_Biological_Process_2021__chordate embryonic development (GO:0043009),0.754,1.5211524229216402,0.03898635477582846,0.5898742194294713,1.0,3/3,25.05%,KIAA1217;SOX8;VEGFA
prerank,GO_Biological_Process_2021__response to cytokine (GO:0034097),-0.508978304725135,-1.5162191155446212,0.07554671968190854,0.43238999974729264,1.0,3/7,11.13%,CHI3L1;ISG15;IFITM3
prerank,GO_Biological_Process_2021__positive regulation of binding (GO:0051099),-0.872255489021956,-1.513850905315012,0.04183266932270916,0.4316553007414572,1.0,2/2,13.32%,DTX3L;STMN1
prerank,GO_Biological_Process_2021__secondary alcohol biosynthetic process (GO:1902653),-0.728,-1.5127190257898266,0.0486815415821501,0.41561037305067206,1.0,3/3,27.83%,ACAT2;HMGCR;MSMO1
prerank,GO_Biological_Process_2021__cholesterol biosynthetic process (GO:0006695),-0.728,-1.5127190257898266,0.0486815415821501,0.41561037305067206,1.0,3/3,27.83%,ACAT2;HMGCR;MSMO1
prerank,GO_Biological_Process_2021__sterol biosynthetic process (GO:0016126),-0.728,-1.5127190257898266,0.0486815415821501,0.41561037305067206,1.0,3/3,27.83%,ACAT2;HMGCR;MSMO1
prerank,GO_Biological_Process_2021__second-messenger-mediated signaling (GO:0019932),-0.724370683273651,-1.5120436255785685,0.056133056133056136,0.41114625398283483,1.0,2/3,6.76%,EDNRB;CXCL8
prerank,GO_Biological_Process_2021__positive regulation of MAPK cascade (GO:0043410),-0.38649050333321766,-1.509558147862709,0.07453416149068323,0.4126607183260482,1.0,6/13,18.09%,CHI3L1;RIT2;MIF;PHB2;LIF;DIRAS2
prerank,GO_Biological_Process_2021__negative regulation of ATPase activity (GO:0032780),0.8343313373253491,1.5089247582944063,0.043151969981238276,0.6270690397553607,1.0,2/2,16.90%,LTF;IFIT1
prerank,GO_Biological_Process_2021__negative regulation of G protein-coupled receptor signaling pathway (GO:0045744),-0.872255489021956,-1.5086084075181583,0.026422764227642278,0.40899970141751835,1.0,2/2,13.32%,CXCL8;STMN1
prerank,GO_Biological_Process_2021__regulation of endopeptidase activity (GO:0052548),-0.5718233111482693,-1.5057981953626167,0.07056451612903226,0.411117481873177,1.0,4/5,21.07%,PSMB9;SERPINH1;PSMB8;GAPDH
prerank,GO_Biological_Process_2021__amino acid import (GO:0043090),0.8542914171656688,1.5055452640848739,0.04291044776119403,0.6023700111250441,1.0,2/2,14.91%,SLC6A6;SLC1A3
prerank,GO_Biological_Process_2021__amino acid import across plasma membrane (GO:0089718),0.8542914171656688,1.5055452640848739,0.04291044776119403,0.6023700111250441,1.0,2/2,14.91%,SLC6A6;SLC1A3
prerank,GO_Biological_Process_2021__acidic amino acid transport (GO:0015800),0.8542914171656688,1.5055452640848739,0.04291044776119403,0.6023700111250441,1.0,2/2,14.91%,SLC6A6;SLC1A3
prerank,GO_Biological_Process_2021__negative regulation of cytokine-mediated signaling pathway (GO:0001960),-0.7171346920137001,-1.5042928448253048,0.047151277013752456,0.40884563004640434,1.0,2/3,5.96%,ISG15;NLRC5
prerank,GO_Biological_Process_2021__non-canonical Wnt signaling pathway (GO:0035567),-0.6415690894478033,-1.5010584002349632,0.07234042553191489,0.4105550404110512,1.0,3/4,14.71%,PSMB9;AP2M1;PSMB8
prerank,GO_Biological_Process_2021__peptidyl-tyrosine phosphorylation (GO:0018108),0.8502994011976047,1.4986944818626118,0.04339250493096647,0.6038688476438497,1.0,2/2,15.31%,RELN;EFEMP1
prerank,GO_Biological_Process_2021__peptidyl-tyrosine modification (GO:0018212),0.8502994011976047,1.4986944818626118,0.04339250493096647,0.6038688476438497,1.0,2/2,15.31%,RELN;EFEMP1
prerank,GO_Biological_Process_2021__cellular response to type I interferon (GO:0071357),-0.529215310502797,-1.489503043027367,0.0823293172690763,0.4265701391510184,1.0,4/6,14.71%,ISG15;IRF9;IFITM3;PSMB8
prerank,GO_Biological_Process_2021__type I interferon signaling pathway (GO:0060337),-0.529215310502797,-1.489503043027367,0.0823293172690763,0.4265701391510184,1.0,4/6,14.71%,ISG15;IRF9;IFITM3;PSMB8
prerank,GO_Biological_Process_2021__modulation of chemical synaptic transmission (GO:0050804),0.4952028969481961,1.487950037986257,0.11531190926275993,0.6319255706102014,1.0,3/7,4.77%,OPHN1;CNTNAP4;RELN
prerank,GO_Biological_Process_2021__response to tumor necrosis factor (GO:0034612),-0.5589418421947565,-1.470789595745064,0.0640495867768595,0.4695469200220128,1.0,2/5,6.76%,CHI3L1;CXCL8
prerank,GO_Biological_Process_2021__regulation of regulated secretory pathway (GO:1903305),-0.706,-1.4659757253655943,0.08203125,0.4760234258355311,1.0,3/3,30.02%,SYT4;RAB15;RIMS3
prerank,GO_Biological_Process_2021__regulation of cell aging (GO:0090342),-0.8463073852295409,-1.4602084676902014,0.05353728489483748,0.48598813075549246,1.0,2/2,15.90%,MIF;NUAK1
prerank,GO_Biological_Process_2021__positive regulation of cell junction assembly (GO:1901890),-0.5602081133759758,-1.457701418419881,0.081419624217119,0.4869210631427106,1.0,3/5,11.53%,IRX3;BDNF;CLSTN2
prerank,GO_Biological_Process_2021__mRNA processing (GO:0006397),-0.5251509054325956,-1.456893688662402,0.07822410147991543,0.48351062440785253,1.0,6/6,48.31%,PRPF8;DDX41;GPATCH1;LSM7;GTF2H4;RBM4B
