	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	Gene_set	Term_clean
10	prerank	GO_Biological_Process_2021__cellular response to interferon-gamma (GO:0071346)	0.5313218026672671	2.746565011437964	0.0	0.0006118403442095355	0.004	15/20	20.19%	CCL2;GBP3;HLA-DRA;IFI30;AQP4;CD44;HLA-DPB1;TLR2;IRF1;MT2A;GBP2;HLA-DQA2;TRIM22;HLA-DQB1;CD58	GO_Biological_Process_2021	cellular response to interferon-gamma (GO:0071346)
11	prerank	GO_Biological_Process_2021__positive regulation of cytokine production (GO:0001819)	0.47291556956212366	2.7006631150782066	0.0	0.000550656309788582	0.004	19/25	29.35%	CHI3L1;RGCC;CD14;ANXA1;FCER1G;HLA-DPB1;CLEC6A;TLR2;IRF1;PTPRC;HMOX1;IFI16;CD58;TLR7;HILPDA;DDX58;TLR4;F3;IL1R1	GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)
12	prerank	GO_Biological_Process_2021__negative regulation of cytokine production (GO:0001818)	0.5500717596423867	2.6955514737800783	0.0	0.0005005966452623473	0.004	14/18	26.49%	RGCC;GPNMB;ANXA1;NLRC5;FOXJ1;FCGR2B;VSIG4;CD84;TREM2;PTPRC;DDX58;APOD;TLR4;DLL1	GO_Biological_Process_2021	negative regulation of cytokine production (GO:0001818)
13	prerank	GO_Biological_Process_2021__positive regulation of angiogenesis (GO:0045766)	0.659303313508921	2.6834983779110138	0.0	0.00045888025815715163	0.004	12/12	34.74%	CHI3L1;HSPB1;AQP1;APLNR;SFRP2;HMOX1;CTSH;FGF1;DLL1;F3;ANXA3;BMPER	GO_Biological_Process_2021	positive regulation of angiogenesis (GO:0045766)
14	prerank	GO_Biological_Process_2021__regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	0.7016414526066499	2.6460624708321197	0.0	0.0004235817767604477	0.004	9/10	15.90%	ANGPT1;CD44;CLEC6A;HCLS1;ENPP2;SFRP2;TREM2;HGF;PTPRC	GO_Biological_Process_2021	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)
15	prerank	GO_Biological_Process_2021__cellular transition metal ion homeostasis (GO:0046916)	0.591776597399632	2.6449223604416163	0.0	0.0003933259355632729	0.004	11/15	18.76%	CP;MT1X;SLC39A12;MT1E;MT2A;MT1F;CYBRD1;MT1G;MT1H;HMOX1;HAMP	GO_Biological_Process_2021	cellular transition metal ion homeostasis (GO:0046916)
16	prerank	GO_Biological_Process_2021__positive regulation of cellular process (GO:0048522)	0.37329820690449866	2.6348803271984047	0.0	0.0003671042065257213	0.004	26/39	29.86%	CCN2;S100A8;HBA1;TIMP1;FCER1G;FCGR2B;WWTR1;TLR2;MYRF;HCLS1;COLEC12;SFRP2;TREM2;NUPR1;STOX1;CTSH;PROK2;HILPDA;FGF1;TLR4;DLL1;GREM1;TCL1A;ZFP36L1;SOX9;HBEGF	GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)
17	prerank	GO_Biological_Process_2021__positive regulation of vasculature development (GO:1904018)	0.6810856658184904	2.5737926271138973	0.0	0.0008604004840446595	0.009	10/10	32.46%	CHI3L1;HSPB1;AQP1;APLNR;SFRP2;HMOX1;CTSH;FGF1;F3;ANXA3	GO_Biological_Process_2021	positive regulation of vasculature development (GO:1904018)
18	prerank	GO_Biological_Process_2021__regulation of cytokine production (GO:0001817)	0.5793691507571248	2.5721350393487086	0.0	0.0008097886908655619	0.009	11/14	22.88%	RGCC;GPNMB;ANXA1;FCGR2B;CLEC6A;TREM2;PTPRC;LTF;IFI16;HILPDA;DDX58	GO_Biological_Process_2021	regulation of cytokine production (GO:0001817)
19	prerank	GO_Biological_Process_2021__defense response to bacterium (GO:0042742)	0.5642512961934947	2.5490502626401734	0.0	0.0009177605163143034	0.011	11/15	19.51%	DEFB119;S100A8;AQP1;FCER1G;TLR2;COLEC12;TREM2;LTF;GBP2;HAMP;RNASE2	GO_Biological_Process_2021	defense response to bacterium (GO:0042742)
20	prerank	GO_Biological_Process_2021__zinc ion homeostasis (GO:0055069)	0.7474651828671635	2.5153901969522456	0.0	0.001101312619577164	0.015	7/8	16.32%	MT1X;SLC39A12;MT1E;MT2A;MT1F;MT1G;MT1H	GO_Biological_Process_2021	zinc ion homeostasis (GO:0055069)
21	prerank	GO_Biological_Process_2021__cellular zinc ion homeostasis (GO:0006882)	0.7474651828671635	2.5153901969522456	0.0	0.001101312619577164	0.015	7/8	16.32%	MT1X;SLC39A12;MT1E;MT2A;MT1F;MT1G;MT1H	GO_Biological_Process_2021	cellular zinc ion homeostasis (GO:0006882)
22	prerank	GO_Biological_Process_2021__cellular response to tumor necrosis factor (GO:0071356)	0.49987025986201455	2.5139756488268383	0.0	0.0010488691615020609	0.015	14/19	28.93%	CHI3L1;CCL2;GBP3;PSMB9;ERBIN;YBX3;PSMB8;ST18;GBP2;CD58;TNFRSF12A;NFKBIA;TCL1A;ZFP36L1	GO_Biological_Process_2021	cellular response to tumor necrosis factor (GO:0071356)
23	prerank	GO_Biological_Process_2021__regulation of T cell proliferation (GO:0042129)	0.84530853761623	2.4612863651770702	0.0	0.0020023865810493893	0.026	6/6	15.90%	GPNMB;ANXA1;HLA-DPB1;VSIG4;SDC4;PTPRC	GO_Biological_Process_2021	regulation of T cell proliferation (GO:0042129)
24	prerank	GO_Biological_Process_2021__chloride transport (GO:0006821)	-0.6275956047013631	-2.458623681284823	0.0	0.0016465332666236716	0.006	11/16	19.60%	GABRA1;SLC12A5;GABRA5;SLC4A10;GABRB2;ANO3;GABRA4;GABRA3;GABRB3;GLRB;GABRD	GO_Biological_Process_2021	chloride transport (GO:0006821)
25	prerank	GO_Biological_Process_2021__positive regulation of interleukin-8 production (GO:0032757)	0.7366638441998308	2.4585168548608616	0.0	0.0020948881350652576	0.029	8/8	26.83%	CHI3L1;CD14;TLR2;CD58;TLR7;DDX58;TLR4;F3	GO_Biological_Process_2021	positive regulation of interleukin-8 production (GO:0032757)
26	prerank	GO_Biological_Process_2021__response to cadmium ion (GO:0046686)	0.8410819949281488	2.45197632887625	0.0	0.0018531702733269586	0.029	6/6	16.32%	MT1X;MT1E;MT2A;MT1F;MT1G;MT1H	GO_Biological_Process_2021	response to cadmium ion (GO:0046686)
27	prerank	GO_Biological_Process_2021__cellular response to zinc ion (GO:0071294)	0.8410819949281488	2.45197632887625	0.0	0.0018531702733269586	0.029	6/6	16.32%	MT1X;MT1E;MT2A;MT1F;MT1G;MT1H	GO_Biological_Process_2021	cellular response to zinc ion (GO:0071294)
28	prerank	GO_Biological_Process_2021__cellular response to cadmium ion (GO:0071276)	0.8410819949281488	2.45197632887625	0.0	0.0018531702733269586	0.029	6/6	16.32%	MT1X;MT1E;MT2A;MT1F;MT1G;MT1H	GO_Biological_Process_2021	cellular response to cadmium ion (GO:0071276)
29	prerank	GO_Biological_Process_2021__chloride transmembrane transport (GO:1902476)	-0.6515927718320386	-2.438695503362927	0.0	0.001411314228534576	0.007	10/14	19.60%	GABRA1;SLC12A5;GABRA5;GABRB2;ANO3;GABRA4;GABRA3;GABRB3;GLRB;GABRD	GO_Biological_Process_2021	chloride transmembrane transport (GO:1902476)
