entrezgene_id	Number of datasets	max(|logFC|)	logFC	ensembl_gene_id	external_gene_name
1958	4	1.62373755497994	1.62373755497994	ENSG00000120738	EGR1
129880	3	1.62090202320535	1.62090202320535	ENSG00000163093	BBS5
80018	3	1.61455499769918	1.61455499769918	ENSG00000111300	NAA25
151827	1	1.61403609047596	1.61403609047596	ENSG00000171757	LRRC34
6519	2	1.61025087002319	1.61025087002319	ENSG00000138079	SLC3A1
3399	1	1.60758356502034	1.60758356502034	ENSG00000283060	ID3
3399	1	1.60758356502034	1.60758356502034	ENSG00000117318	ID3
3934	1	1.60122832760032	1.60122832760032	ENSG00000148346	LCN2
84078	2	1.59952915445838	1.59952915445838	ENSG00000120696	KBTBD7
6695	4	1.59894869536481	1.59894869536481	ENSG00000152377	SPOCK1
5611	2	1.59823483050979	1.59823483050979	ENSG00000102580	DNAJC3
1942	4	1.59294899680264	1.59294899680264	ENSG00000169242	EFNA1
80010	2	1.56122882787009	1.56122882787009	ENSG00000178966	RMI1
55120	3	1.55945526365233	1.55945526365233	ENSG00000115392	FANCL
2214	1	1.5576590197237	1.5576590197237	ENSG00000203747	FCGR3A
2215	1	1.5576590197237	1.5576590197237	ENSG00000162747	FCGR3B
100288637	1	1.55027381608333	1.55027381608333		
89839	1	1.55027381608333	1.55027381608333	ENSG00000274734	ARHGAP11B
89839	1	1.55027381608333	1.55027381608333	ENSG00000286139	ARHGAP11B
89839	1	1.55027381608333	1.55027381608333	ENSG00000285077	ARHGAP11B
196541	1	1.5414387495617	1.5414387495617	ENSG00000139780	METTL21C
677811	2	1.53347087283561	1.53347087283561	ENSG00000272533	SNORA28
92104	1	1.53119240010486	1.53119240010486	ENSG00000197557	TTC30A
283554	1	1.52872072557256	1.52872072557256	ENSG00000180998	GPR137C
3305	1	1.52680779361898	1.52680779361898	ENSG00000226704	HSPA1L
3305	1	1.52680779361898	1.52680779361898	ENSG00000236251	HSPA1L
3305	1	1.52680779361898	1.52680779361898	ENSG00000206383	HSPA1L
3305	1	1.52680779361898	1.52680779361898	ENSG00000234258	HSPA1L
3305	1	1.52680779361898	1.52680779361898	ENSG00000204390	HSPA1L
100652772	1	1.52287364663236	1.52287364663236		
6507	1	1.5216875296763	1.5216875296763	ENSG00000079215	SLC1A3
3122	4	1.52003697857124	1.52003697857124	ENSG00000277263	HLA-DRA
3122	4	1.52003697857124	1.52003697857124	ENSG00000234794	HLA-DRA
3122	4	1.52003697857124	1.52003697857124	ENSG00000226260	HLA-DRA
3122	4	1.52003697857124	1.52003697857124	ENSG00000230726	HLA-DRA
3122	4	1.52003697857124	1.52003697857124	ENSG00000227993	HLA-DRA
3122	4	1.52003697857124	1.52003697857124	ENSG00000228987	HLA-DRA
3122	4	1.52003697857124	1.52003697857124	ENSG00000206308	HLA-DRA
3122	4	1.52003697857124	1.52003697857124	ENSG00000204287	HLA-DRA
2202	2	1.51597843454117	1.51597843454117	ENSG00000115380	EFEMP1
353322	2	1.51144910677239	1.51144910677239	ENSG00000186352	ANKRD37
2986	1	1.49684776711977	1.49684776711977	ENSG00000101890	GUCY2F
286499	2	1.49646225124922	1.49646225124922	ENSG00000179083	FAM133A
780853	2	1.49322425779127	1.49322425779127		
26851	2	1.49322425779127	1.49322425779127		
780851	2	1.49322425779127	1.49322425779127		
780854	2	1.49322425779127	1.49322425779127	ENSG00000281000	SNORD3D
780852	2	1.49322425779127	1.49322425779127		
493911	2	1.48760013722754	1.48760013722754	ENSG00000144362	PHOSPHO2
3730	1	1.47331558877918	1.47331558877918	ENSG00000011201	ANOS1
64077	1	1.4655599948291	1.4655599948291	ENSG00000107902	LHPP
3434	2	1.46349194031729	1.46349194031729	ENSG00000185745	IFIT1
139886	2	1.45950168725972	1.45950168725972	ENSG00000186767	SPIN4
101928076	2	1.4539251887948	1.4539251887948		
122773	2	1.45317455854101	1.45317455854101	ENSG00000197776	KLHDC1
6283	1	1.44670141756855	1.44670141756855	ENSG00000163221	S100A12
4675	1	1.43991076593793	1.43991076593793	ENSG00000186310	NAP1L3
7764	2	1.42902684960693	1.42902684960693	ENSG00000171940	ZNF217
26122	3	1.42704946440125	1.42704946440125	ENSG00000135999	EPC2
406982	1	1.41930367253378	1.41930367253378	ENSG00000283762	MIR20A
406952	1	1.41930367253378	1.41930367253378	ENSG00000284536	MIR17
407048	1	1.41930367253378	1.41930367253378	ENSG00000283705	MIR92A1
407975	1	1.41930367253378	1.41930367253378	ENSG00000215417	MIR17HG
406980	1	1.41930367253378	1.41930367253378	ENSG00000284375	MIR19B1
406979	1	1.41930367253378	1.41930367253378	ENSG00000284204	MIR19A
406953	1	1.41930367253378	1.41930367253378	ENSG00000283815	MIR18A
153241	1	1.41206649486865	1.41206649486865	ENSG00000168944	CEP120
147923	2	1.41148679593435	1.41148679593435	ENSG00000197050	ZNF420
10457	2	1.41127305600164	1.41127305600164	ENSG00000136235	GPNMB
3725	6	1.41003082765501	1.41003082765501	ENSG00000177606	JUN
375287	3	1.40357694198101	1.40357694198101	ENSG00000184898	RBM43
83943	1	1.4017557571789	1.4017557571789	ENSG00000184903	IMMP2L
100506725	2	1.40134005600104	1.40134005600104		
389765	3	1.40046135473656	1.40046135473656		
25925	2	1.39929236204967	1.39929236204967	ENSG00000198795	ZNF521
30812	2	1.39623963077995	1.39623963077995	ENSG00000005513	SOX8
51104	5	1.39543049632099	1.39543049632099	ENSG00000107362	ABHD17B
5903	3	1.39097933587987	1.39097933587987	ENSG00000153201	RANBP2
64407	1	1.38695713021635	1.38695713021635	ENSG00000150681	RGS18
102723167	1	1.3865122950911	1.3865122950911	ENSG00000265142	MIR133A1HG
6263	3	1.37169786058185	1.37169786058185	ENSG00000198838	RYR3
140469	1	1.36074473674941	1.36074473674941	ENSG00000071909	MYO3B
1829	2	1.35338903732775	1.35338903732775	ENSG00000046604	DSG2
140578	1	1.34501701324476	1.34501701324476	ENSG00000154645	CHODL
149371	2	1.33732205656559	1.33732205656559	ENSG00000116903	EXOC8
84307	3	1.32454536625805	1.32454536625805	ENSG00000186812	ZNF397
10140	5	1.32420323898988	1.32420323898988	ENSG00000141232	TOB1
101928068	1	1.31338080948416	1.31338080948416		
4117	1	1.30867284348393	1.30867284348393	ENSG00000111837	MAK
3841	2	1.30696367281739	1.30696367281739	ENSG00000196911	KPNA5
5743	2	1.30643205655742	1.30643205655742	ENSG00000073756	PTGS2
29953	2	1.3025545201922	1.3025545201922	ENSG00000072657	TRHDE
131096	1	1.29985067754263	1.29985067754263	ENSG00000183960	KCNH8
10483	3	1.28875529648037	1.28875529648037	ENSG00000101310	SEC23B
81928	1	1.28284412395295	1.28284412395295	ENSG00000149679	CABLES2
255252	1	1.27789351634205	1.27789351634205	ENSG00000180979	LRRC57
7422	2	1.26834800117557	1.26834800117557	ENSG00000112715	VEGFA
92421	3	1.26465457154974	1.26465457154974	ENSG00000164695	CHMP4C
51278	3	1.26289104202843	1.26289104202843	ENSG00000162783	IER5
157739	1	1.26287492566911	1.26287492566911	ENSG00000284856	TDH
157739	1	1.26287492566911	1.26287492566911	ENSG00000154316	TDH
4060	1	1.25921606181174	1.25921606181174	ENSG00000139329	LUM
8549	2	1.25797547442198	1.25797547442198	ENSG00000139292	LGR5
390963	3	1.25470621253863	1.25470621253863		
7775	2	1.25395251405576	1.25395251405576	ENSG00000167840	ZNF232
219595	3	1.25249911872186	1.25249911872186	ENSG00000290503	FOLH1B
2346	3	1.25249911872186	1.25249911872186	ENSG00000086205	FOLH1
101060391	1	1.24937025048815	1.24937025048815		
257194	2	1.24300497114346	1.24300497114346	ENSG00000172260	NEGR1
9650	4	1.24290478515782	1.24290478515782	ENSG00000066855	MTFR1
10046	2	1.24133241949754	1.24133241949754	ENSG00000013619	MAMLD1
1152	1	1.23876977124936	1.23876977124936	ENSG00000166165	CKB
1902	6	1.23808635905371	1.23808635905371	ENSG00000198121	LPAR1
28968	5	1.23802474001205	1.23802474001205	ENSG00000063127	SLC6A16
84133	2	1.23781287108977	1.23781287108977	ENSG00000183579	ZNRF3
100506866	2	1.23009233004185	1.23009233004185	ENSG00000237298	TTN-AS1
5190	3	1.22948318406597	1.22948318406597	ENSG00000124587	PEX6
6882	2	1.22680751746913	1.22680751746913	ENSG00000064995	TAF11
58499	2	1.22551514064971	1.22551514064971	ENSG00000148143	ZNF462
7432	2	1.22499652419329	1.22499652419329	ENSG00000146469	VIP
890	3	1.22417126719412	1.22417126719412	ENSG00000145386	CCNA2
50808	2	1.22407771178183	1.22407771178183	ENSG00000147853	AK3
3598	1	1.22375480889381	1.22375480889381	ENSG00000123496	IL13RA2
57678	2	1.22236375834263	1.22236375834263	ENSG00000119927	GPAM
7317	1	1.22207336801969	1.22207336801969	ENSG00000130985	UBA1
65062	2	1.2163698269264	1.2163698269264	ENSG00000155755	TMEM237
84984	1	1.21347905268459	1.21347905268459	ENSG00000174007	CEP19
85461	4	1.21292675488828	1.21292675488828	ENSG00000115183	TANC1
30061	7	1.20975551825384	1.20975551825384	ENSG00000138449	SLC40A1
10640	4	1.2083879035437	1.2083879035437	ENSG00000070367	EXOC5
23592	3	1.20729660786495	1.20729660786495	ENSG00000174106	LEMD3
2782	4	1.20697919642372	1.20697919642372	ENSG00000078369	GNB1
126017	1	1.20521002464906	1.20521002464906	ENSG00000198346	ZNF813
130507	3	1.20243423665684	1.20243423665684	ENSG00000144357	UBR3
4638	5	1.2022860521856	1.2022860521856	ENSG00000065534	MYLK
2310	4	1.1991499527862	1.1991499527862	ENSG00000240445	FOXO3B
54536	2	1.19852798717011	1.19852798717011	ENSG00000138190	EXOC6
57189	4	1.19678115945506	1.19678115945506	ENSG00000262599	DENND11
57189	4	1.19678115945506	1.19678115945506	ENSG00000257093	DENND11
101927268	1	1.19666374501971	1.19666374501971		
91151	3	1.19410306109455	1.19410306109455	ENSG00000140993	TIGD7
10391	1	1.19166817306157	1.19166817306157	ENSG00000103647	CORO2B
80731	1	1.19109975696643	1.19109975696643	ENSG00000144229	THSD7B
8334	1	1.19087604444806	1.19087604444806	ENSG00000180573	H2AC6
117178	7	1.18863285713236	1.18863285713236	ENSG00000117155	SSX2IP
23587	2	1.18584915721123	1.18584915721123	ENSG00000288485	ELP5
23587	2	1.18584915721123	1.18584915721123	ENSG00000170291	ELP5
825	5	1.18417360737201	1.18417360737201	ENSG00000092529	CAPN3
27099	2	1.1839494634356	1.1839494634356	ENSG00000279078	SND1-IT1
3078	2	1.18213078276186	1.18213078276186	ENSG00000244414	CFHR1
137695	3	1.17857316868352	1.17857316868352	ENSG00000167904	TMEM68
137735	3	1.17800820398604	1.17800820398604	ENSG00000174429	ABRA
80312	1	1.17365507617401	1.17365507617401	ENSG00000138336	TET1
406902	2	1.17309173022008	1.17309173022008	ENSG00000284038	MIR10A
166815	2	1.17270767345193	1.17270767345193	ENSG00000180346	TIGD2
8226	2	1.17217396286591	1.17217396286591	ENSG00000130021	PUDP
2104	2	1.17196957021439	1.17196957021439	ENSG00000196482	ESRRG
79152	2	1.17028166765389	1.17028166765389	ENSG00000103089	FA2H
7546	1	1.16769540537714	1.16769540537714	ENSG00000043355	ZIC2
760	2	1.16535130122243	1.16535130122243	ENSG00000104267	CA2
6775	1	1.16114902089107	1.16114902089107	ENSG00000138378	STAT4
4783	3	1.15977683774563	1.15977683774563	ENSG00000165030	NFIL3
100302650	1	1.1577369049192	1.1577369049192		
15	1	1.15507695527831	1.15507695527831	ENSG00000129673	AANAT
55259	2	1.15160023986463	1.15160023986463	ENSG00000118307	DNAI7
4712	2	1.15158496933677	1.15158496933677	ENSG00000165264	NDUFB6
10788	1	1.15050359191814	1.15050359191814	ENSG00000145703	IQGAP2
92255	2	1.14949259898191	1.14949259898191	ENSG00000164187	LMBRD2
25960	2	1.14849742734554	1.14849742734554	ENSG00000020181	ADGRA2
222234	3	1.1484663224818	1.1484663224818	ENSG00000222011	FAM185A
23503	2	1.14734159849932	1.14734159849932	ENSG00000072121	ZFYVE26
29066	3	1.14616582648495	1.14616582648495	ENSG00000122299	ZC3H7A
55327	4	1.1443963518523	1.1443963518523	ENSG00000148943	LIN7C
29935	1	1.14298053224207	1.14298053224207	ENSG00000204086	RPA4
283392	2	1.14237469933004	1.14237469933004		
22871	2	1.141284691842	1.141284691842	ENSG00000169760	NLGN1
8612	3	1.13787798897973	1.13787798897973	ENSG00000141934	PLPP2
84955	2	1.13612234461584	1.13612234461584	ENSG00000120526	NUDCD1
23370	1	1.12705588020589	1.12705588020589	ENSG00000104880	ARHGEF18
7705	3	1.12658274587296	1.12658274587296	ENSG00000167635	ZNF146
84436	2	1.12656930553112	1.12656930553112	ENSG00000167555	ZNF528
167410	2	1.12490752217635	1.12490752217635	ENSG00000145721	LIX1
158326	2	1.12320557724976	1.12320557724976	ENSG00000164946	FREM1
1060	2	1.12224172683575	1.12224172683575	ENSG00000145241	CENPC
51090	2	1.12200064700514	1.12200064700514	ENSG00000102934	PLLP
150381	2	1.12120769054727	1.12120769054727		
92211	2	1.12054143841145	1.12054143841145	ENSG00000148600	CDHR1
147727	2	1.12021936878862	1.12021936878862	ENSG00000267100	ILF3-DT
205327	2	1.12012372523605	1.12012372523605	ENSG00000178074	C2orf69
81892	1	1.11955036035787	1.11955036035787	ENSG00000119705	SLIRP
9508	1	1.1193018932916	1.1193018932916	ENSG00000156140	ADAMTS3
1594	1	1.11835300368895	1.11835300368895	ENSG00000111012	CYP27B1
55791	4	1.1099114509953	1.1099114509953	ENSG00000121931	LRIF1
23421	1	1.10909682359121	1.10909682359121	ENSG00000142856	ITGB3BP
11213	4	1.10507490166782	1.10507490166782	ENSG00000090376	IRAK3
23137	3	1.1049045006376	1.1049045006376	ENSG00000198887	SMC5
10692	1	1.10283121544617	1.10283121544617	ENSG00000180245	RRH
220963	3	1.10128349422796	1.10128349422796	ENSG00000165449	SLC16A9
348980	2	1.09847695234897	1.09847695234897	ENSG00000164588	HCN1
125893	1	1.09469297346401	1.09469297346401	ENSG00000180257	ZNF816
51495	1	1.09326490560427	1.09326490560427	ENSG00000074696	HACD3
5570	1	1.09277973343135	1.09277973343135	ENSG00000135549	PKIB
90333	1	1.09082033238272	1.09082033238272	ENSG00000204604	ZNF468
2861	2	1.08994482334736	1.08994482334736	ENSG00000170775	GPR37
80343	2	1.08994482334736	1.08994482334736	ENSG00000101251	SEL1L2
388939	1	1.08908933567381	1.08908933567381	ENSG00000179270	PCARE
51616	3	1.08883814798141	1.08883814798141	ENSG00000187325	TAF9B
7673	1	1.08769179107373	1.08769179107373	ENSG00000159885	ZNF222
100500842	3	1.08720524345298	1.08720524345298	ENSG00000284503	MIR3652
23473	3	1.08491974734569	1.08491974734569	ENSG00000131375	CAPN7
2123	2	1.08377897950374	1.08377897950374	ENSG00000126860	EVI2A
342892	1	1.08314373452407	1.08314373452407	ENSG00000267041	ZNF850
64398	5	1.08295565675846	1.08295565675846	ENSG00000072415	PALS1
648	6	1.0820046734906	1.0820046734906	ENSG00000168283	BMI1
100532731	6	1.0820046734906	1.0820046734906	ENSG00000269897	COMMD3-BMI1
150776	1	1.07999598271678	1.07999598271678	ENSG00000152117	SMPD4BP
55627	1	1.07999598271678	1.07999598271678	ENSG00000136699	SMPD4
163404	1	1.07628983774527	1.07628983774527	ENSG00000117598	PLPPR5
29110	2	1.07012681894718	1.07012681894718	ENSG00000183735	TBK1
7754	1	1.06804183409291	1.06804183409291		
494150	1	1.06472851305947	1.06472851305947		
117177	2	1.06363764144313	1.06363764144313	ENSG00000127328	RAB3IP
114932	1	1.06331145185417	1.06331145185417	ENSG00000178988	MRFAP1L1
406947	1	1.06242336505738	1.06242336505738	ENSG00000283904	MIR155
114614	1	1.06242336505738	1.06242336505738	ENSG00000234883	MIR155HG
54482	6	1.0596145000156	1.0596145000156	ENSG00000122435	TRMT13
3303	2	1.05661710313193	1.05661710313193	ENSG00000237724	HSPA1A
3303	2	1.05661710313193	1.05661710313193	ENSG00000235941	HSPA1A
3303	2	1.05661710313193	1.05661710313193	ENSG00000234475	HSPA1A
3303	2	1.05661710313193	1.05661710313193	ENSG00000215328	HSPA1A
3303	2	1.05661710313193	1.05661710313193	ENSG00000204389	HSPA1A
3304	2	1.05661710313193	1.05661710313193	ENSG00000232804	HSPA1B
3304	2	1.05661710313193	1.05661710313193	ENSG00000231555	HSPA1B
3304	2	1.05661710313193	1.05661710313193	ENSG00000224501	HSPA1B
3304	2	1.05661710313193	1.05661710313193	ENSG00000212866	HSPA1B
3304	2	1.05661710313193	1.05661710313193	ENSG00000204388	HSPA1B
9931	3	1.05530886755343	1.05530886755343	ENSG00000198265	HELZ
7516	2	1.05527835559441	1.05527835559441	ENSG00000196584	XRCC2
23424	1	1.05216723342382	1.05216723342382	ENSG00000196116	TDRD7
55602	2	1.05126604283969	1.05126604283969	ENSG00000168564	CDKN2AIP
26036	2	1.05005774912158	1.05005774912158	ENSG00000112200	ZNF451
387263	3	1.04633702471577	1.04633702471577	ENSG00000185127	C6orf120
9924	2	1.04348785577924	1.04348785577924	ENSG00000135473	PAN2
394	3	1.04278215808542	1.04278215808542	ENSG00000100852	ARHGAP5
54443	1	1.04056201580019	1.04056201580019	ENSG00000011426	ANLN
3757	1	1.03851399618449	1.03851399618449	ENSG00000055118	KCNH2
63979	2	1.03769211602537	1.03769211602537	ENSG00000132436	FIGNL1
2058	3	1.03769162792694	1.03769162792694	ENSG00000136628	EPRS1
166378	2	1.03700294092501	1.03700294092501	ENSG00000145375	SPATA5
100505984	2	1.03524420419286	1.03524420419286	ENSG00000285373	LINC02478
3694	2	1.03524420419286	1.03524420419286	ENSG00000115221	ITGB6
83759	2	1.0346430107112	1.0346430107112	ENSG00000173914	RBM4B
2968	1	1.03410420307556	1.03410420307556	ENSG00000226384	GTF2H4
2968	1	1.03410420307556	1.03410420307556	ENSG00000234370	GTF2H4
2968	1	1.03410420307556	1.03410420307556	ENSG00000233149	GTF2H4
2968	1	1.03410420307556	1.03410420307556	ENSG00000236895	GTF2H4
2968	1	1.03410420307556	1.03410420307556	ENSG00000221974	GTF2H4
2968	1	1.03410420307556	1.03410420307556	ENSG00000213780	GTF2H4
83539	1	1.03377945160755	1.03377945160755	ENSG00000154080	CHST9
203569	1	1.03347588452094	1.03347588452094	ENSG00000234068	PAGE2
3612	1	1.03218581387188	1.03218581387188	ENSG00000133731	IMPA1
26996	2	1.03093961960815	1.03093961960815	ENSG00000173890	GPR160
84722	1	1.02750383619638	1.02750383619638	ENSG00000134222	PSRC1
493861	2	1.02710138156749	1.02710138156749	ENSG00000255150	EID3
2664	1	1.02555354709079	1.02555354709079	ENSG00000203879	GDI1
9770	5	1.02472565204856	1.02472565204856	ENSG00000101265	RASSF2
138151	3	1.0242966727967	1.0242966727967	ENSG00000148411	NACC2
10224	2	1.02317633457466	1.02317633457466	ENSG00000180855	ZNF443
64328	1	1.02230662932814	1.02230662932814	ENSG00000132953	XPO4
83657	1	1.02218637852667	1.02218637852667	ENSG00000168589	DYNLRB2
55161	5	1.02198248688462	1.02198248688462	ENSG00000109133	TMEM33
83548	4	1.02192844963459	1.02192844963459	ENSG00000136152	COG3
1981	2	1.01970688183134	1.01970688183134	ENSG00000114867	EIF4G1
10210	5	1.01262425106622	1.01262425106622	ENSG00000197579	TOPORS
101929255	1	1.01084587730774	1.01084587730774		
10482	2	1.01070036019921	1.01070036019921	ENSG00000162231	NXF1
23456	1	1.00867190809505	1.00867190809505	ENSG00000135776	ABCB10
8497	1	1.0076908964563	1.0076908964563	ENSG00000143847	PPFIA4
6101	1	1.00765061066857	1.00765061066857	ENSG00000104237	RP1
4664	4	1.00742007058706	1.00742007058706	ENSG00000138386	NAB1
1836	3	1.00552629257596	1.00552629257596	ENSG00000155850	SLC26A2
79971	3	1.00505404901539	1.00505404901539	ENSG00000116729	WLS
100526832	4	1.00108170382858	1.00108170382858	ENSG00000213160	KLHL23
151230	5	1.00108170382858	1.00108170382858	ENSG00000213160	KLHL23
8481	2	1.00027631185404	1.00027631185404	ENSG00000046651	OFD1
5375	2	4.57789041374747	-4.57789041374747	ENSG00000147588	PMP2
1116	3	3.46970761045516	-3.46970761045516	ENSG00000133048	CHI3L1
5630	2	3.25819948744054	-3.25819948744054	ENSG00000135406	PRPH
84873	1	3.08323736579313	-3.08323736579313	ENSG00000144820	ADGRG7
2171	3	2.78358430838653	-2.78358430838653	ENSG00000164687	FABP5
340156	3	2.58524895666793	-2.58524895666793	ENSG00000145949	MYLK4
340146	1	2.55992196945118	-2.55992196945118	ENSG00000182747	SLC35D3
2170	5	2.48093833267058	-2.48093833267058	ENSG00000121769	FABP3
8781	3	2.26122139163631	-2.26122139163631		
304	1	2.19960650191693	-2.19960650191693		
3039	3	2.18822645934238	-2.18822645934238	ENSG00000206172	HBA1
3040	3	2.18822645934238	-2.18822645934238	ENSG00000188536	HBA2
5122	1	2.11024383865438	-2.11024383865438	ENSG00000175426	PCSK1
8406	1	2.06209378181415	-2.06209378181415	ENSG00000101955	SRPX
1910	1	2.03551838607002	-2.03551838607002	ENSG00000136160	EDNRB
113146	5	2.02952380875711	-2.02952380875711	ENSG00000185567	AHNAK2
9636	2	1.97263444366832	-1.97263444366832	ENSG00000187608	ISG15
7200	2	1.96716464594016	-1.96716464594016	ENSG00000170893	TRH
6014	1	1.94780875114195	-1.94780875114195	ENSG00000152214	RIT2
22987	2	1.94174074928819	-1.94174074928819	ENSG00000122012	SV2C
101927647	2	1.91363228248679	-1.91363228248679		
2849	2	1.90728670812655	-1.90728670812655	ENSG00000154478	GPR26
387914	2	1.88815978380957	-1.88815978380957	ENSG00000180730	SHISA2
401190	2	1.8867282150679	-1.8867282150679	ENSG00000186479	RGS7BP
6382	5	1.86764461684888	-1.86764461684888	ENSG00000115884	SDC1
151636	1	1.86450890969816	-1.86450890969816	ENSG00000163840	DTX3L
84634	2	1.85347635832892	-1.85347635832892	ENSG00000116014	KISS1R
4282	2	1.84401434718452	-1.84401434718452	ENSG00000276701	MIF
4282	2	1.84401434718452	-1.84401434718452	ENSG00000240972	MIF
5100	1	1.83425904025767	-1.83425904025767	ENSG00000136099	PCDH8
100885781	1	1.83064907664175	-1.83064907664175	ENSG00000226846	LINC00348
79191	1	1.80772730345393	-1.80772730345393	ENSG00000177508	IRX3
84166	1	1.75078524561327	-1.75078524561327	ENSG00000140853	NLRC5
11151	1	1.73432151133483	-1.73432151133483	ENSG00000102879	CORO1A
201780	1	1.71966352664078	-1.71966352664078	ENSG00000145248	SLC10A4
79870	3	1.7082424033318	-1.7082424033318	ENSG00000164929	BAALC
3576	3	1.69817998763008	-1.69817998763008	ENSG00000169429	CXCL8
348093	1	1.69362979263771	-1.69362979263771	ENSG00000166831	RBPMS2
340542	3	1.68732674840806	-1.68732674840806	ENSG00000184515	BEX5
39	2	1.67429260528938	-1.67429260528938	ENSG00000120437	ACAT2
54914	2	1.64295975635225	-1.64295975635225	ENSG00000188352	FOCAD
