	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	Gene_set	Term_clean
25	prerank	ChEA_2022__FOXP2 23625967 ChIP-Seq PFSK-1 AND SK-N-MC Human	0.4103179614744174	1.8105638196479317	0.01444043321299639	0.41383963922891037	0.97	12/17	36.58%	SLC6A6;CITED2;CYP26B1;DDIT4;OTUD1;DHX33;TTC30A;EPC2;ZNRF3;GNB1;CORO2B;STAT4	ChEA_2022	FOXP2 23625967 ChIP-Seq PFSK-1 AND SK-N-MC Human
26	prerank	Reactome_2022__Nervous System Development R-HSA-9675108	-0.4039103288596234	-1.8098972785704963	0.01	0.42596764698420075	0.95	15/17	45.13%	PSMB9;EGR2;CNTN6;AP2M1;PSMB8;RPLP2;SRGAP1;HMGCR;CNTNAP1;ANK1;GAP43;COL4A2;MYH9;NAB1;EIF4G1	Reactome_2022	Nervous System Development R-HSA-9675108
27	prerank	ChEA_2022__GATA4 25053715 ChIP-Seq YYC3 Human	0.2969884300108538	1.8064262621266647	0.01763668430335097	0.39690201337296677	0.972	13/43	14.91%	DKK1;FOS;HSD17B2;NXPH2;PTER;KCNJ13;RAD23B;DDIT4;KIAA1217;DNAJC3;EFNA1;TTC30A;SLC1A3	ChEA_2022	GATA4 25053715 ChIP-Seq YYC3 Human
28	prerank	Reactome_2022__Peptide Ligand-Binding Receptors R-HSA-375276	-0.5652328200695802	-1.804893973762193	0.010893246187363835	0.40832274295110754	0.953	4/8	6.76%	EDNRB;TRH;KISS1R;CXCL8	Reactome_2022	Peptide Ligand-Binding Receptors R-HSA-375276
29	prerank	ChEA_2022__P63 20808887 ChIP-Seq KERATINOCYTES Human	-0.3038034935709133	-1.8043714241058286	0.012658227848101266	0.38173651311124596	0.954	7/33	5.96%	PMP2;CHI3L1;PCSK1;ISG15;RIT2;SDC1;NLRC5	ChEA_2022	P63 20808887 ChIP-Seq KERATINOCYTES Human
30	prerank	Reactome_2022__Metabolism Of RNA R-HSA-8953854	-0.42010802046518214	-1.8002793908869628	0.018367346938775512	0.3660837631514793	0.957	15/16	51.89%	PSMB9;PSMB8;RPLP2;EIF4A1;PRPF8;IMP4;GPRC5A;LSM7;PPP2R1A;NXF1;EIF4G1;GTF2H4;EPRS1;HSPA1A;TRMT13	Reactome_2022	Metabolism Of RNA R-HSA-8953854
31	prerank	ChEA_2022__SA1 27219007 Chip-Seq Bcells Human	-0.2769325843126626	-1.7975675934052966	0.011111111111111112	0.35071543878286415	0.957	26/45	34.99%	PRPH;FABP3;ISG15;GPR26;CORO1A;ACAT2;EGR2;OLFM3;SYNC;SLC18A2;ALDOC;NUAK1;NMNAT2;METTL7B;CNIH3;RPLP2;KANK4;SMTNL2;PLEKHM2;SDC3;DDX41;GNG3;SHISA4;TNFRSF12A;LETMD1;GUK1	ChEA_2022	SA1 27219007 Chip-Seq Bcells Human
32	prerank	ChEA_2022__SA1 27219007 Chip-Seq ERYTHROID Human	-0.26366272524323897	-1.7948464470818832	0.013856812933025405	0.33681941476747335	0.96	25/50	28.23%	PRPH;FABP3;HBA1;AHNAK2;ISG15;NLRC5;RBPMS2;BDNF;ELAVL3;EGR2;SYNC;LIF;STMN1;NMNAT2;ANKRD16;CDC7;DCTN1;ACADVL;CNIH3;RPLP2;KANK4;PLEKHM2;SDC3;SRGAP1;PCP4	ChEA_2022	SA1 27219007 Chip-Seq ERYTHROID Human
33	prerank	ChEA_2022__ESR1 15608294 ChIP-ChIP MCF-7 Human	0.517996745239127	1.789638501606473	0.0150093808630394	0.4146548190829398	0.98	7/10	27.44%	FOS;LTF;LCN2;EFEMP1;ZNF217;VEGFA;CKB	ChEA_2022	ESR1 15608294 ChIP-ChIP MCF-7 Human
34	prerank	ChEA_2022__NUCKS1 24931609 ChIP-Seq HEPATOCYTES Mouse	0.3908030982083155	1.7731267801803394	0.012939001848428836	0.43199737087944684	0.987	12/19	32.41%	FOS;CITED2;DDIT4;EGR1;EFNA1;JUN;MAK;VEGFA;CCNA2;GPAM;EXOC5;EXOC6	ChEA_2022	NUCKS1 24931609 ChIP-Seq HEPATOCYTES Mouse
35	prerank	ChEA_2022__TFAP2A 35110662 ChIP-Seq HEPM Human Embryo	-0.3221738462011764	-1.7705676876968033	0.020876826722338204	0.3693577169643421	0.98	15/29	25.65%	ISG15;MIF;CXCL8;ACAT2;GPX1;SYNC;AP2M1;STMN1;NCR3LG1;NUAK1;PSD3;CDC7;GAPDH;FAT1;FIS1	ChEA_2022	TFAP2A 35110662 ChIP-Seq HEPM Human Embryo
36	prerank	ChEA_2022__FUS 26573619 Chip-Seq HEK293 Human	0.44443815227860384	1.7670716160293438	0.021235521235521235	0.42363689340048555	0.988	8/14	22.27%	CNTNAP4;LRP1B;KIAA1217;FANCL;FAM133A;NAP1L3;GPNMB;MYO3B	ChEA_2022	FUS 26573619 Chip-Seq HEK293 Human
37	prerank	ChEA_2022__LYL1 20887958 ChIP-Seq HPC-7 Mouse	-0.3878240641179679	-1.7594274482990169	0.020833333333333332	0.3740248426124657	0.982	9/18	22.27%	CHI3L1;MYLK4;SYNC;AP2M1;SLC18A2;ITM2C;NMNAT2;TOX2;CCK	ChEA_2022	LYL1 20887958 ChIP-Seq HPC-7 Mouse
38	prerank	ChEA_2022__NR3C1 23031785 ChIP-Seq PC12 Mouse	0.3668769166527416	1.7581386181161527	0.02578268876611418	0.4248660193597286	0.989	11/21	25.05%	CITED2;CNDP1;DDIT4;MAN2A1;LRP1B;ID3;LCN2;EFEMP1;RGS18;TRHDE;VEGFA	ChEA_2022	NR3C1 23031785 ChIP-Seq PC12 Mouse
39	prerank	ChEA_2022__ARNT 22903824 ChIP-Seq MCF-7 Human	0.3315112290527883	1.756524683202434	0.017793594306049824	0.4083779342069136	0.989	13/29	22.27%	FOS;CITED2;CNTNAP4;RAD23B;SPHKAP;DDIT4;LRP1B;SLC3A1;SLC1A3;EFEMP1;JUN;IMMP2L;MYO3B	ChEA_2022	ARNT 22903824 ChIP-Seq MCF-7 Human
40	prerank	ChEA_2022__ZFP281 18757296 ChIP-ChIP E14 Mouse	-0.2453871852236098	-1.7503783109590256	0.019027484143763214	0.3750206287670974	0.988	20/56	17.30%	FABP5;SLC35D3;FABP3;SDC1;PCDH8;IRX3;BDNF;EN1;ELAVL3;EGR2;INSM1;SYNC;LIF;STMN1;SERPINH1;PSMB8;ITM2C;PLP2;GLRX;NMNAT2	ChEA_2022	ZFP281 18757296 ChIP-ChIP E14 Mouse
41	prerank	ChEA_2022__SUZ12 20075857 ChIP-Seq MESCs Mouse	-0.1900813237804489	-1.7410382247527465	0.004796163069544364	0.377899126834341	0.989	64/135	34.39%	PRPH;SLC35D3;EDNRB;ISG15;TRH;SV2C;GPR26;SHISA2;RGS7BP;SDC1;KISS1R;PCDH8;IRX3;SLC10A4;BDNF;EN1;ELAVL3;PSMB9;EGR2;KNDC1;RSPO2;INSM1;CLSTN2;SYNC;LIF;EOMES;SLC2A13;SLC18A2;SERPINH1;PSMB8;NUAK1;GABRA2;CBLN1;CMPK2;NMNAT2;CBLN2;DIRAS2;FNDC4;LIPG;CNIH3;CCK;PCDHB16;PHACTR1;MICAL2;IRS4;KANK4;DMRT2;PLEKHM2;SDC3;FGF9;RUNDC3B;CHSY3;RAB15;FAM110C;TMEM151B;SHISA4;CABLES1;BLVRB;DCTN3;CDH8;TNFRSF12A;CNTNAP1;ANK1;ADCY3	ChEA_2022	SUZ12 20075857 ChIP-Seq MESCs Mouse
42	prerank	ChEA_2022__KLF4 19030024 ChIP-ChIP MESCs Mouse	-0.28059751316706105	-1.7258895838705801	0.02050113895216401	0.395718950995016	0.991	14/39	13.32%	PRPH;FABP5;TRH;MIF;PCDH8;IRX3;SLC10A4;GPX1;BDNF;EN1;INSM1;EOMES;ATP6V0D1;STMN1	ChEA_2022	KLF4 19030024 ChIP-ChIP MESCs Mouse
43	prerank	ChEA_2022__EBNA2 21746931 ChIP-Seq IB4-LCL Human	-0.32060470460326596	-1.720461078735459	0.030434782608695653	0.39145110031851954	0.991	16/29	28.83%	PMP2;FABP3;HBA1;HBA2;SRPX;KNDC1;IFITM3;STMN1;DCTN1;GAPDH;TOX2;CNIH3;SMTNL2;PRPF8;ERC2;ACSS2	ChEA_2022	EBNA2 21746931 ChIP-Seq IB4-LCL Human
44	prerank	ChEA_2022__AF4 26711339 ChIP-Seq SEM Human Blood Leukemia	0.24428574950962556	1.7184708664551875	0.019538188277087035	0.4889267613389491	0.997	49/70	49.90%	SLC6A6;CITED2;RAD23B;DDIT4;MAN2A1;OTUD1;EGR1;ID3;FANCL;ARHGAP11B;ANKRD37;LHPP;SPIN4;ZNF217;CEP120;JUN;RBM43;RANBP2;TOB1;KPNA5;TRHDE;IER5;ZNF232;TAF11;ZNF462;CCNA2;AK3;EXOC5;LEMD3;GNB1;MYLK;EXOC6;TMEM68;NFIL3;LMBRD2;ZC3H7A;LIN7C;ZNF146;ITGB3BP;IRAK3;SMC5;CAPN7;SMPD4;TBK1;MRFAP1L1;HSPA1B;HSPA1A;CDKN2AIP;ZNF451	ChEA_2022	AF4 26711339 ChIP-Seq SEM Human Blood Leukemia
45	prerank	ChEA_2022__CTCF 27219007 Chip-Seq Bcells Human	-0.2629968463183403	-1.7152535304926988	0.011337868480725623	0.38794820193406215	0.993	12/44	10.74%	PRPH;FABP3;ISG15;TRH;SHISA2;MIF;PCDH8;RBPMS2;BDNF;ELAVL3;EGR2;VWF	ChEA_2022	CTCF 27219007 Chip-Seq Bcells Human
46	prerank	ChEA_2022__RING1B 27294783 Chip-Seq ESCs Mouse	-0.22780713428820107	-1.7046530197039091	0.018561484918793503	0.39725759047140324	0.993	15/64	10.34%	PRPH;SLC35D3;FABP3;EDNRB;SV2C;SHISA2;SDC1;KISS1R;MIF;PCDH8;IRX3;BAALC;EN1;EGR2;INSM1	ChEA_2022	RING1B 27294783 Chip-Seq ESCs Mouse
47	prerank	ChEA_2022__TCF21 26020271 ChIP-Seq HCASMC Human CoronaryArtery	-0.30412774025640044	-1.7014162206966807	0.02127659574468085	0.3897599445073835	0.994	15/29	26.84%	SRPX;RAB37;SYNC;SLC2A13;ATP6V0D1;STMN1;GLRX;NMNAT2;CETP;LGALS1;DCTN1;CCK;FAT1;MICAL2;SRGAP1	ChEA_2022	TCF21 26020271 ChIP-Seq HCASMC Human CoronaryArtery
48	prerank	Reactome_2022__L1CAM Interactions R-HSA-373760	-0.6606425702811244	-1.6872714480675264	0.03490759753593429	0.40820929895880775	0.995	5/5	34.79%	CNTN6;AP2M1;CNTNAP1;ANK1;GAP43	Reactome_2022	L1CAM Interactions R-HSA-373760
49	prerank	ChEA_2022__RUNX2 22187159 ChIP-Seq PCA Human	0.22634935326497618	1.6770205528835243	0.012280701754385965	0.5915056181726297	0.999	47/85	39.76%	OPHN1;DEFA4;SLC6A6;CITED2;NXPH2;CEACAM8;CNTNAP4;RELN;RAD23B;LRP1B;PLOD2;TECRL;RAB20;BBS5;SPOCK1;DNAJC3;FANCL;ARHGAP11B;SLC1A3;GUCY2F;FAM133A;SPIN4;EPC2;ZNF420;JUN;SOX8;RGS18;MYO3B;EXOC8;VEGFA;NEGR1;LPAR1;ZNRF3;ZNF462;IL13RA2;GPAM;EXOC5;MYLK;CORO2B;ABRA;ESRRG;FA2H;STAT4;IQGAP2;FAM185A;RPA4;ARHGEF18	ChEA_2022	RUNX2 22187159 ChIP-Seq PCA Human
50	prerank	ChEA_2022__SMAD2/3 21741376 ChIP-Seq ESCs Human	-0.2882336439804018	-1.660487407481637	0.04054054054054054	0.45766175192398256	0.997	13/35	21.27%	PMP2;CHI3L1;FABP5;SRPX;TRH;KNDC1;STMN1;ALDOC;NUAK1;NQO2;CMPK2;ACADVL;TOX2	ChEA_2022	SMAD2/3 21741376 ChIP-Seq ESCs Human
51	prerank	ChEA_2022__KLF1 20508144 ChIP-Seq FETAL-LIVER-ERYTHROID Mouse	-0.2879409455819372	-1.6573939619872304	0.031818181818181815	0.45006509016222346	0.997	10/31	13.52%	PRPH;FABP3;SV2C;SHISA2;MIF;GPX1;IRF9;EOMES;SLC2A13;ACO2	ChEA_2022	KLF1 20508144 ChIP-Seq FETAL-LIVER-ERYTHROID Mouse
52	prerank	ChEA_2022__TCF4 18268006 ChIP-ChIP LS174T Human	0.3960397389195176	1.6443110602071271	0.028037383177570093	0.680285309488684	0.999	12/16	36.58%	EFNA1;FANCL;JUN;RANBP2;RGS18;MYO3B;IER5;NEGR1;TANC1;SLC40A1;ESRRG;STAT4	ChEA_2022	TCF4 18268006 ChIP-ChIP LS174T Human
53	prerank	ChEA_2022__FOXA1 26743006 Chip-Seq LNCaP-abl Human	0.2601990490995546	1.6423896584878919	0.03202846975088968	0.6589936583858265	0.999	13/47	12.92%	FOS;COL2A1;NXPH2;LRP2;RAD23B;DDIT4;OTUD1;LRP1B;KIAA1217;RAB20;ID3;EFNA1;RMI1	ChEA_2022	FOXA1 26743006 Chip-Seq LNCaP-abl Human
54	prerank	ChEA_2022__PHOX2B 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma	-0.3135761545491459	-1.6360093069887363	0.03761061946902655	0.4910490297230254	0.997	14/24	31.81%	MYLK4;RGS7BP;SLC10A4;BDNF;TCIM;OLFM3;RAB3C;GLRX;CDC7;SYT4;FABP7;HMGCR;RIMS3;CABLES1	ChEA_2022	PHOX2B 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma
55	prerank	ChEA_2022__UTX 26944678 Chip-Seq JUKART Human	-0.28153285862273664	-1.6285484755227375	0.03879310344827586	0.49406749379771225	0.998	14/32	21.07%	ISG15;SHISA2;CORO1A;ELAVL3;TMSB10;RAB37;SYNC;STMN1;SERPINH1;ITM2C;CETP;LGALS1;CDC7;GAPDH	ChEA_2022	UTX 26944678 Chip-Seq JUKART Human
56	prerank	ChEA_2022__SUZ12 27294783 Chip-Seq ESCs Mouse	-0.21117378195828965	-1.617315528543589	0.0275	0.5071061045692613	1.0	16/68	11.33%	PRPH;FABP5;EDNRB;SV2C;SHISA2;RGS7BP;SDC1;KISS1R;PCDH8;IRX3;SLC10A4;EN1;EGR2;RSPO2;INSM1;RAB37	ChEA_2022	SUZ12 27294783 Chip-Seq ESCs Mouse
57	prerank	ChEA_2022__RNF2 27304074 Chip-Seq ESCs Mouse	-0.22017185961432179	-1.606399521443261	0.02696629213483146	0.521588783890445	1.0	14/59	10.34%	SLC35D3;SV2C;GPR26;SHISA2;RGS7BP;SDC1;KISS1R;PCDH8;IRX3;BDNF;EN1;EGR2;RSPO2;INSM1	ChEA_2022	RNF2 27304074 Chip-Seq ESCs Mouse
58	prerank	ChEA_2022__CDX2 19796622 ChIP-Seq MESCs Mouse	-0.47558638393610597	-1.5985175496044068	0.046908315565031986	0.5277112004474251	1.0	6/9	28.23%	FABP5;FABP3;PSD3;AQP9;ERC2;PCP4	ChEA_2022	CDX2 19796622 ChIP-Seq MESCs Mouse
59	prerank	ChEA_2022__SOX11 22085726 ChIP-Seq ESNs Mouse	-0.2596213147415622	-1.592240111209448	0.04719101123595506	0.5295523544261577	1.0	19/38	29.03%	PMP2;FABP3;EDNRB;GPR26;PCDH8;ACAT2;CLSTN2;ACO2;CBLN1;MYH1;DIRAS2;LGALS1;CDC7;SMTNL2;DMRT2;EIF4A1;SDC3;DDX41;CHSY3	ChEA_2022	SOX11 22085726 ChIP-Seq ESNs Mouse
60	prerank	ChEA_2022__LMO2 26923725 Chip-Seq MACROPHAGESS Mouse	-0.4421906693711968	-1.5805119559626077	0.06932773109243698	0.54697582997224	1.0	10/10	56.86%	SYNC;SLC18A2;PSD3;RNF165;RUNDC3A;GPRC5A;KLHL23;GTF2H4;SPATA5;HCN1	ChEA_2022	LMO2 26923725 Chip-Seq MACROPHAGESS Mouse
61	prerank	ChEA_2022__BCL6 25482012 ChIP-Seq CML-JURL-MK1 Human	-0.23904768146446537	-1.5802047453945731	0.04805491990846682	0.533111134480896	1.0	23/44	31.41%	MYLK4;HBA2;TRH;SHISA2;SLC10A4;VWF;RAB37;CLSTN2;RAB3C;CYP27C1;ITM2C;NQO2;NMNAT2;CETP;DCDC1;PLEKHM2;SRGAP1;HMGCR;DDX41;ACSS2;RIMS3;TMEM151B;SMPX	ChEA_2022	BCL6 25482012 ChIP-Seq CML-JURL-MK1 Human
62	prerank	ChEA_2022__CEBPB 20176806 ChIP-Seq THIOMACROPHAGE Mouse	-0.27358211168987784	-1.5789402233221008	0.03619909502262444	0.5228080929238212	1.0	16/34	25.25%	FABP5;PCSK1;RBPMS2;ELAVL3;EGR2;VWF;RAB37;SYNC;AP2M1;ANKRD34C;NUAK1;NQO2;DIRAS2;GAPDH;AQP9;EIF4A1	ChEA_2022	CEBPB 20176806 ChIP-Seq THIOMACROPHAGE Mouse
63	prerank	ChEA_2022__POU3F1 26484290 ChIP-Seq ESCss Mouse	-0.23051112778890703	-1.5754339249767828	0.04316546762589928	0.5187377806565103	1.0	20/49	23.26%	SLC35D3;PCSK1;EDNRB;RIT2;SV2C;GPR26;PCDH8;CORO1A;RBPMS2;KNDC1;RAB3C;CNTN6;EOMES;STMN1;NMNAT2;LIPG;NANS;CNIH3;SYT4;FAT1	ChEA_2022	POU3F1 26484290 ChIP-Seq ESCss Mouse
