	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	Gene_set	Term_clean
25	prerank	ChEA_2022__FOXP2 23625967 ChIP-Seq PFSK-1 AND SK-N-MC Human	0.4103179614744174	1.8105638196479317	0.01444043321299639	0.41383963922891037	0.97	12/17	36.58%	SLC6A6;CITED2;CYP26B1;DDIT4;OTUD1;DHX33;TTC30A;EPC2;ZNRF3;GNB1;CORO2B;STAT4	ChEA_2022	FOXP2 23625967 ChIP-Seq PFSK-1 AND SK-N-MC Human
26	prerank	Reactome_2022__Nervous System Development R-HSA-9675108	-0.4039103288596234	-1.8098972785704963	0.01	0.42596764698420075	0.95	15/17	45.13%	PSMB9;EGR2;CNTN6;AP2M1;PSMB8;RPLP2;SRGAP1;HMGCR;CNTNAP1;ANK1;GAP43;COL4A2;MYH9;NAB1;EIF4G1	Reactome_2022	Nervous System Development R-HSA-9675108
27	prerank	ChEA_2022__GATA4 25053715 ChIP-Seq YYC3 Human	0.2969884300108538	1.8064262621266647	0.01763668430335097	0.39690201337296677	0.972	13/43	14.91%	DKK1;FOS;HSD17B2;NXPH2;PTER;KCNJ13;RAD23B;DDIT4;KIAA1217;DNAJC3;EFNA1;TTC30A;SLC1A3	ChEA_2022	GATA4 25053715 ChIP-Seq YYC3 Human
28	prerank	Reactome_2022__Peptide Ligand-Binding Receptors R-HSA-375276	-0.5652328200695802	-1.804893973762193	0.010893246187363835	0.40832274295110754	0.953	4/8	6.76%	EDNRB;TRH;KISS1R;CXCL8	Reactome_2022	Peptide Ligand-Binding Receptors R-HSA-375276
29	prerank	ChEA_2022__P63 20808887 ChIP-Seq KERATINOCYTES Human	-0.3038034935709133	-1.8043714241058286	0.012658227848101266	0.38173651311124596	0.954	7/33	5.96%	PMP2;CHI3L1;PCSK1;ISG15;RIT2;SDC1;NLRC5	ChEA_2022	P63 20808887 ChIP-Seq KERATINOCYTES Human
30	prerank	Reactome_2022__Metabolism Of RNA R-HSA-8953854	-0.42010802046518214	-1.8002793908869628	0.018367346938775512	0.3660837631514793	0.957	15/16	51.89%	PSMB9;PSMB8;RPLP2;EIF4A1;PRPF8;IMP4;GPRC5A;LSM7;PPP2R1A;NXF1;EIF4G1;GTF2H4;EPRS1;HSPA1A;TRMT13	Reactome_2022	Metabolism Of RNA R-HSA-8953854
31	prerank	ChEA_2022__SA1 27219007 Chip-Seq Bcells Human	-0.2769325843126626	-1.7975675934052966	0.011111111111111112	0.35071543878286415	0.957	26/45	34.99%	PRPH;FABP3;ISG15;GPR26;CORO1A;ACAT2;EGR2;OLFM3;SYNC;SLC18A2;ALDOC;NUAK1;NMNAT2;METTL7B;CNIH3;RPLP2;KANK4;SMTNL2;PLEKHM2;SDC3;DDX41;GNG3;SHISA4;TNFRSF12A;LETMD1;GUK1	ChEA_2022	SA1 27219007 Chip-Seq Bcells Human
32	prerank	ChEA_2022__SA1 27219007 Chip-Seq ERYTHROID Human	-0.26366272524323897	-1.7948464470818832	0.013856812933025405	0.33681941476747335	0.96	25/50	28.23%	PRPH;FABP3;HBA1;AHNAK2;ISG15;NLRC5;RBPMS2;BDNF;ELAVL3;EGR2;SYNC;LIF;STMN1;NMNAT2;ANKRD16;CDC7;DCTN1;ACADVL;CNIH3;RPLP2;KANK4;PLEKHM2;SDC3;SRGAP1;PCP4	ChEA_2022	SA1 27219007 Chip-Seq ERYTHROID Human
33	prerank	ChEA_2022__ESR1 15608294 ChIP-ChIP MCF-7 Human	0.517996745239127	1.789638501606473	0.0150093808630394	0.4146548190829398	0.98	7/10	27.44%	FOS;LTF;LCN2;EFEMP1;ZNF217;VEGFA;CKB	ChEA_2022	ESR1 15608294 ChIP-ChIP MCF-7 Human
34	prerank	ChEA_2022__NUCKS1 24931609 ChIP-Seq HEPATOCYTES Mouse	0.3908030982083155	1.7731267801803394	0.012939001848428836	0.43199737087944684	0.987	12/19	32.41%	FOS;CITED2;DDIT4;EGR1;EFNA1;JUN;MAK;VEGFA;CCNA2;GPAM;EXOC5;EXOC6	ChEA_2022	NUCKS1 24931609 ChIP-Seq HEPATOCYTES Mouse
35	prerank	ChEA_2022__TFAP2A 35110662 ChIP-Seq HEPM Human Embryo	-0.3221738462011764	-1.7705676876968033	0.020876826722338204	0.3693577169643421	0.98	15/29	25.65%	ISG15;MIF;CXCL8;ACAT2;GPX1;SYNC;AP2M1;STMN1;NCR3LG1;NUAK1;PSD3;CDC7;GAPDH;FAT1;FIS1	ChEA_2022	TFAP2A 35110662 ChIP-Seq HEPM Human Embryo
36	prerank	ChEA_2022__FUS 26573619 Chip-Seq HEK293 Human	0.44443815227860384	1.7670716160293438	0.021235521235521235	0.42363689340048555	0.988	8/14	22.27%	CNTNAP4;LRP1B;KIAA1217;FANCL;FAM133A;NAP1L3;GPNMB;MYO3B	ChEA_2022	FUS 26573619 Chip-Seq HEK293 Human
37	prerank	ChEA_2022__LYL1 20887958 ChIP-Seq HPC-7 Mouse	-0.3878240641179679	-1.7594274482990169	0.020833333333333332	0.3740248426124657	0.982	9/18	22.27%	CHI3L1;MYLK4;SYNC;AP2M1;SLC18A2;ITM2C;NMNAT2;TOX2;CCK	ChEA_2022	LYL1 20887958 ChIP-Seq HPC-7 Mouse
38	prerank	ChEA_2022__NR3C1 23031785 ChIP-Seq PC12 Mouse	0.3668769166527416	1.7581386181161527	0.02578268876611418	0.4248660193597286	0.989	11/21	25.05%	CITED2;CNDP1;DDIT4;MAN2A1;LRP1B;ID3;LCN2;EFEMP1;RGS18;TRHDE;VEGFA	ChEA_2022	NR3C1 23031785 ChIP-Seq PC12 Mouse
39	prerank	ChEA_2022__ARNT 22903824 ChIP-Seq MCF-7 Human	0.3315112290527883	1.756524683202434	0.017793594306049824	0.4083779342069136	0.989	13/29	22.27%	FOS;CITED2;CNTNAP4;RAD23B;SPHKAP;DDIT4;LRP1B;SLC3A1;SLC1A3;EFEMP1;JUN;IMMP2L;MYO3B	ChEA_2022	ARNT 22903824 ChIP-Seq MCF-7 Human
48	prerank	Reactome_2022__L1CAM Interactions R-HSA-373760	-0.6606425702811244	-1.6872714480675264	0.03490759753593429	0.40820929895880775	0.995	5/5	34.79%	CNTN6;AP2M1;CNTNAP1;ANK1;GAP43	Reactome_2022	L1CAM Interactions R-HSA-373760
64	prerank	Reactome_2022__Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	-0.42758490809823957	-1.5733803060422125	0.04708520179372197	0.5113022186929184	1.0	4/11	6.76%	EDNRB;TRH;KISS1R;CXCL8	Reactome_2022	Class A/1 (Rhodopsin-like Receptors) R-HSA-373076
67	prerank	Reactome_2022__ER To Golgi Anterograde Transport R-HSA-199977	-0.5553319919517103	-1.5667982512172212	0.041928721174004195	0.4912881159863669	1.0	6/6	45.33%	COPE;DCTN1;CNIH3;DCTN3;ANK1;COG3	Reactome_2022	ER To Golgi Anterograde Transport R-HSA-199977
72	prerank	Reactome_2022__Immune System R-HSA-168256	-0.223600238861339	-1.5550428989244784	0.04946236559139785	0.4878638774670195	1.0	17/54	15.11%	CHI3L1;ISG15;SDC1;DTX3L;NLRC5;CXCL8;PSMB9;IRF9;IFITM3;RAB37;LIF;ATP6V0D1;AP2M1;ALDOC;PSMB8;ITM2C;NCR3LG1	Reactome_2022	Immune System R-HSA-168256
73	prerank	Reactome_2022__Transcriptional Regulation By TP53 R-HSA-3700989	0.4416680040229448	1.5544019795247637	0.05545286506469501	0.9310360327896926	0.999	7/11	29.22%	FOS;DDIT4;RMI1;ZNF420;JUN;TAF11;CCNA2	Reactome_2022	Transcriptional Regulation By TP53 R-HSA-3700989
80	prerank	KEGG_2021_Human__Osteoclast differentiation	0.5607152917240963	1.5323416598598478	0.05649717514124294	0.9019877431087238	1.0	4/6	20.28%	FOS;FCGR3A;FCGR3B;JUN	KEGG_2021_Human	Osteoclast differentiation
88	prerank	Reactome_2022__Axon Guidance R-HSA-422475	-0.366535270446781	-1.507468950306976	0.08113590263691683	0.5344052363189827	1.0	12/14	45.13%	PSMB9;CNTN6;AP2M1;PSMB8;RPLP2;SRGAP1;CNTNAP1;ANK1;GAP43;COL4A2;MYH9;EIF4G1	Reactome_2022	Axon Guidance R-HSA-422475
90	prerank	KEGG_2021_Human__Neuroactive ligand-receptor interaction	-0.43467222202842665	-1.5052319970719017	0.08102345415778252	0.5204621293394674	1.0	5/9	22.27%	EDNRB;TRH;KISS1R;GABRA2;CCK	KEGG_2021_Human	Neuroactive ligand-receptor interaction
98	prerank	KEGG_2021_Human__Rheumatoid arthritis	0.5082885481443499	1.4898035529225229	0.058823529411764705	0.9086967148275819	1.0	5/7	25.05%	FOS;TNFSF13B;HLA-DRA;JUN;VEGFA	KEGG_2021_Human	Rheumatoid arthritis
99	prerank	Reactome_2022__Interferon Alpha/Beta Signaling R-HSA-909733	-0.529215310502797	-1.489503043027367	0.0823293172690763	0.50717027490834	1.0	4/6	14.71%	ISG15;IRF9;IFITM3;PSMB8	Reactome_2022	Interferon Alpha/Beta Signaling R-HSA-909733
101	prerank	Reactome_2022__Unfolded Protein Response (UPR) R-HSA-381119	-0.5756016036925463	-1.4830781144021536	0.07484407484407485	0.5071868188238838	1.0	4/5	20.68%	CXCL8;ATP6V0D1;DCTN1;ACADVL	Reactome_2022	Unfolded Protein Response (UPR) R-HSA-381119
102	prerank	Reactome_2022__Signaling By ROBO Receptors R-HSA-376176	-0.5761664258164558	-1.4778718026808806	0.09302325581395349	0.5118941991005166	1.0	4/5	26.84%	PSMB9;PSMB8;RPLP2;SRGAP1	Reactome_2022	Signaling By ROBO Receptors R-HSA-376176
112	prerank	Reactome_2022__COPI-mediated Anterograde Transport R-HSA-6807878	-0.5542168674698794	-1.4596745076565734	0.08091286307053942	0.5091685934957056	1.0	5/5	45.33%	COPE;DCTN1;DCTN3;ANK1;COG3	Reactome_2022	COPI-mediated Anterograde Transport R-HSA-6807878
117	prerank	KEGG_2021_Human__Human T-cell leukemia virus 1 infection	0.48687606875755696	1.4434777716985634	0.08785046728971962	0.9970028768199679	1.0	5/7	29.22%	FOS;EGR1;HLA-DRA;JUN;CCNA2	KEGG_2021_Human	Human T-cell leukemia virus 1 infection
119	prerank	Reactome_2022__GPCR Ligand Binding R-HSA-500792	-0.3641707964028322	-1.4398318354794153	0.08928571428571429	0.5142931825460734	1.0	4/13	6.76%	EDNRB;TRH;KISS1R;CXCL8	Reactome_2022	GPCR Ligand Binding R-HSA-500792
120	prerank	KEGG_2021_Human__Prion disease	0.5171026156941649	1.4370330963725753	0.10133843212237094	1.0	1.0	6/6	48.91%	EGR1;HSPA1L;RYR3;NDUFB6;HSPA1B;HSPA1A	KEGG_2021_Human	Prion disease
121	prerank	Reactome_2022__NGF-stimulated Transcription R-HSA-9031628	0.5123244325230463	1.436589762339492	0.10261194029850747	0.9832729591148712	1.0	4/6	24.25%	FOS;EGR1;ID3;KCNH8	Reactome_2022	NGF-stimulated Transcription R-HSA-9031628
122	prerank	KEGG_2021_Human__Wnt signaling pathway	0.5546361469759129	1.4364721560540221	0.07869481765834933	0.9625177055447874	1.0	4/5	28.03%	DKK1;JUN;LGR5;ZNRF3	KEGG_2021_Human	Wnt signaling pathway
123	prerank	KEGG_2021_Human__cGMP-PKG signaling pathway	-0.5526153188249376	-1.4360345473002378	0.0944558521560575	0.5162787609225656	1.0	2/5	2.78%	MYLK4;EDNRB	KEGG_2021_Human	cGMP-PKG signaling pathway
125	prerank	Reactome_2022__Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185	-0.5474539969085129	-1.4290236707019752	0.11065573770491803	0.5195715939999139	1.0	4/5	29.42%	SDC1;SDC3;CHSY3;DSEL	Reactome_2022	Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185
127	prerank	Reactome_2022__Gene Expression (Transcription) R-HSA-74160	0.27473049982634556	1.4282593699031545	0.11363636363636363	0.9568881158070802	1.0	20/29	46.52%	FOS;CITED2;DDIT4;RMI1;ZNF420;JUN;ZNF521;RANBP2;VEGFA;MAMLD1;TAF11;CCNA2;GPAM;H2AC6;TET1;ESRRG;ZNF528;TAF9B;ZNF222;COMMD3-BMI1	Reactome_2022	Gene Expression (Transcription) R-HSA-74160
134	prerank	Reactome_2022__SLC Transporter Disorders R-HSA-5619102	0.5475594082090676	1.419251430529329	0.10037878787878787	0.8868125257085994	1.0	4/5	30.82%	SLC3A1;SLC1A3;RANBP2;SLC40A1	Reactome_2022	SLC Transporter Disorders R-HSA-5619102
138	prerank	Reactome_2022__Transport Of Small Molecules R-HSA-382551	-0.2745333986496195	-1.400310388553798	0.11160714285714286	0.5690788028186495	1.0	11/23	23.66%	HBA1;PSMB9;PHB2;SLC2A13;ATP6V0D1;AP2M1;SLC18A2;PSMB8;CETP;LIPG;AQP9	Reactome_2022	Transport Of Small Molecules R-HSA-382551
141	prerank	Reactome_2022__Beta-catenin Independent WNT Signaling R-HSA-3858494	-0.5331613335782532	-1.3861281571536337	0.12133891213389121	0.5898073276835316	1.0	4/5	29.22%	PSMB9;AP2M1;PSMB8;GNG3	Reactome_2022	Beta-catenin Independent WNT Signaling R-HSA-3858494
146	prerank	Reactome_2022__Cargo Trafficking To Periciliary Membrane R-HSA-5620920	0.5281124497991969	1.3709806776956706	0.12248628884826325	0.9686920296007374	1.0	5/5	47.71%	BBS5;EXOC8;EXOC5;EXOC6;RAB3IP	Reactome_2022	Cargo Trafficking To Periciliary Membrane R-HSA-5620920
148	prerank	Reactome_2022__G Alpha (Q) Signaling Events R-HSA-416476	-0.4003160438584855	-1.3621150735193737	0.14225053078556263	0.6391808326299047	1.0	3/9	4.97%	EDNRB;TRH;KISS1R	Reactome_2022	G Alpha (Q) Signaling Events R-HSA-416476
149	prerank	KEGG_2021_Human__IL-17 signaling pathway	0.4981375495970296	1.3604024824444438	0.14859437751004015	0.9812953931726888	1.0	4/6	23.86%	FOS;LCN2;JUN;PTGS2	KEGG_2021_Human	IL-17 signaling pathway
153	prerank	KEGG_2021_Human__Cholinergic synapse	0.5335000342020514	1.3572004629939713	0.11732851985559567	0.9495013203305585	1.0	2/5	6.76%	FOS;KCNJ14	KEGG_2021_Human	Cholinergic synapse
154	prerank	Reactome_2022__Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138	0.4900822673729689	1.3538474078881146	0.13333333333333333	0.8954272304579518	1.0	4/6	24.25%	FOS;S100A12;JUN;KCNH8	Reactome_2022	Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138
155	prerank	Reactome_2022__MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155	0.4900822673729689	1.3538474078881146	0.13333333333333333	0.8954272304579518	1.0	4/6	24.25%	FOS;S100A12;JUN;KCNH8	Reactome_2022	MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155
156	prerank	Reactome_2022__TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138	0.4900822673729689	1.3538474078881146	0.13333333333333333	0.8954272304579518	1.0	4/6	24.25%	FOS;S100A12;JUN;KCNH8	Reactome_2022	TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138
157	prerank	Reactome_2022__Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	0.4900822673729689	1.3538474078881146	0.13333333333333333	0.8954272304579518	1.0	4/6	24.25%	FOS;S100A12;JUN;KCNH8	Reactome_2022	Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181
192	prerank	KEGG_2021_Human__Huntington disease	-0.41644065620062437	-1.295278403689484	0.16397228637413394	0.6655972165427367	1.0	4/7	20.08%	GPX1;BDNF;AP2M1;DCTN1	KEGG_2021_Human	Huntington disease
199	prerank	KEGG_2021_Human__GABAergic synapse	-0.4537962367509507	-1.2865339010295165	0.18930041152263374	0.6648308875986867	1.0	5/6	37.57%	GABRA2;GNG3;ADCY3;TRAK2;GABRA4	KEGG_2021_Human	GABAergic synapse
209	prerank	KEGG_2021_Human__Protein processing in endoplasmic reticulum	0.4095544411772677	1.2720331970254297	0.19963031423290203	0.9518612646798862	1.0	7/8	48.91%	RAD23B;DNAJC3;HSPA1L;SEC23B;SEL1L2;HSPA1B;HSPA1A	KEGG_2021_Human	Protein processing in endoplasmic reticulum
210	prerank	KEGG_2021_Human__Herpes simplex virus 1 infection	0.34914373132338006	1.2718856021067093	0.20610687022900764	0.9423522473210054	1.0	11/12	55.67%	HLA-DRA;ZNF420;ZNF813;ZNF528;ZNF816;ZNF468;ZNF222;ZNF850;TBK1;ZNF443;NXF1	KEGG_2021_Human	Herpes simplex virus 1 infection
219	prerank	KEGG_2021_Human__Estrogen signaling pathway	0.46091553394502505	1.2559786612200101	0.20683111954459202	0.959816050987153	1.0	3/6	20.28%	FOS;HSPA1L;JUN	KEGG_2021_Human	Estrogen signaling pathway
227	prerank	KEGG_2021_Human__Coronavirus disease	-0.39024478592676365	-1.2435684263076436	0.23443983402489627	0.7086636117501761	1.0	4/8	10.74%	ISG15;CXCL8;IRF9;VWF	KEGG_2021_Human	Coronavirus disease
241	prerank	KEGG_2021_Human__Oxytocin signaling pathway	0.3751091089425761	1.229598592135007	0.21910112359550563	0.9427863792097407	1.0	5/9	23.86%	FOS;KCNJ14;JUN;RYR3;PTGS2	KEGG_2021_Human	Oxytocin signaling pathway
257	prerank	KEGG_2021_Human__TNF signaling pathway	0.4759986807121141	1.2158003413168867	0.205607476635514	0.9007479134453706	1.0	3/5	23.86%	FOS;JUN;PTGS2	KEGG_2021_Human	TNF signaling pathway
